seeds,directions,source,id,year,journal,title,passes_stage1,screen_rule,verdict,verdict_reason,abstract
[3] Venet 2011,前向き,MED,31134492,2019,Advances in experimental medicine and biology,Multilayered Heterogeneity of Glioblastoma Stem Cells: Biological and Clinical Significance.,False,,,,"Glioblastoma is a primary tumor of the brain with a poor prognosis. Pathological examination shows that this disease is characterized by intra-tumor morphological heterogeneity, while numerous and ongoing genomic analysis reveals multiple layers of heterogeneity. Intra-tumor and patient-to-patient heterogeneity is underpinned by cellular, genetic, and molecular heterogeneity, which is thought to be key determinants of time to tumor recurrence and resistance to therapy. The key cell type believed to contribute to the establishment and ongoing evolution of tumor heterogeneity is a glioma stem cell (GSC) subpopulation. In this chapter, we review, highlight, and discuss controversies and clinical relevance of glioblastoma heterogeneity and its cellular basis. Characterization of how cancer stem cells (CSCs) behave is important in understanding how tumors are initiated and how they recur following initial treatment."
[3] Venet 2011,前向き,MED,31138112,2019,BMC bioinformatics,Robust identification of molecular phenotypes using semi-supervised learning.,False,,,,"<h4>Background</h4>Modern molecular profiling techniques are yielding vast amounts of data from patient samples that could be utilized with machine learning methods to provide important biological insights and improvements in patient outcomes. Unsupervised methods have been successfully used to identify molecularly-defined disease subtypes. However, these approaches do not take advantage of potential additional clinical outcome information. Supervised methods can be implemented when training classes are apparent (e.g., responders or non-responders to treatment). However, training classes can be difficult to define when assessing relative benefit of one therapy over another using gold standard clinical endpoints, since it is often not clear how much benefit each individual patient receives.<h4>Results</h4>We introduce an iterative approach to binary classification tasks based on the simultaneous refinement of training class labels and classifiers towards self-consistency. As training labels are refined during the process, the method is well suited to cases where training class definitions are not obvious or noisy. Clinical data, including time-to-event endpoints, can be incorporated into the approach to enable the iterative refinement to identify molecular phenotypes associated with a particular clinical variable. Using synthetic data, we show how this approach can be used to increase the accuracy of identification of outcome-related phenotypes and their associated molecular attributes. Further, we demonstrate that the advantages of the method persist in real world genomic datasets, allowing the reliable identification of molecular phenotypes and estimation of their association with outcome that generalizes to validation datasets. We show that at convergence of the iterative refinement, there is a consistent incorporation of the molecular data into the classifier yielding the molecular phenotype and that this allows a robust identification of associated attributes and the underlying biological processes.<h4>Conclusions</h4>The consistent incorporation of the structure of the molecular data into the classifier helps to minimize overfitting and facilitates not only good generalization of classification and molecular phenotypes, but also reliable identification of biologically relevant features and elucidation of underlying biological processes."
[3] Venet 2011,前向き,MED,31160555,2019,Cell death & disease,Loss of PICH promotes chromosome instability and cell death in triple-negative breast cancer.,False,,,,"Triple-negative breast cancer (TNBC), defined by the lack of expression of estrogen, progesterone, and ERBB2 receptors, has the worst prognosis of all breast cancers. It is difficult to treat owing to a lack of effective molecular targets. Here, we report that the growth of TNBC cells is exceptionally dependent on PICH, a DNA-dependent ATPase. Clinical samples analysis showed that PICH is highly expressed in TNBC compared to other breast cancer subtypes. Importantly, its high expression correlates with higher risk of distal metastasis and worse clinical outcomes. Further analysis revealed that PICH depletion selectively impairs the proliferation of TNBC cells, but not that of luminal breast cancer cells, in vitro and in vivo. In addition, knockdown of PICH in TNBC cells induces the formation of chromatin bridges and lagging chromosomes in anaphase, frequently resulting in micronucleation or binucleation, finally leading to mitotic catastrophe and apoptosis. Collectively, our findings show the dependency of TNBC cells on PICH for faithful chromosome segregation and the clinical potential of PICH inhibition to improve treatment of patients with high-risk TNBC."
[3] Venet 2011,前向き,MED,31217513,2019,Scientific reports,"MetaGxData: Clinically Annotated Breast, Ovarian and Pancreatic Cancer Datasets and their Use in Generating a Multi-Cancer Gene Signature.",False,,,,"A wealth of transcriptomic and clinical data on solid tumours are under-utilized due to unharmonized data storage and format. We have developed the MetaGxData package compendium, which includes manually-curated and standardized clinical, pathological, survival, and treatment metadata across breast, ovarian, and pancreatic cancer data. MetaGxData is the largest compendium of curated transcriptomic data for these cancer types to date, spanning 86 datasets and encompassing 15,249 samples. Open access to standardized metadata across cancer types promotes use of their transcriptomic and clinical data in a variety of cross-tumour analyses, including identification of common biomarkers, and assessing the validity of prognostic signatures. Here, we demonstrate that MetaGxData is a flexible framework that facilitates meta-analyses by using it to identify common prognostic genes in ovarian and breast cancer. Furthermore, we use the data compendium to create the first gene signature that is prognostic in a meta-analysis across 3 cancer types. These findings demonstrate the potential of MetaGxData to serve as an important resource in oncology research, and provide a foundation for future development of cancer-specific compendia."
[12] Scheid 2018,前向き,MED,31240244,2019,Communications biology,Stochastic changes in gene expression promote chaotic dysregulation of homeostasis in clonal breast tumors.,False,,,,"Cells within tumors vary in phenotype as a result of changes in gene expression caused by a variety of mechanisms, permitting cancers to evolve under selective pressures from immune and other homeostatic processes. Earlier, we traced apparent losses in heterozygosity (LOH) of spontaneous breast tumors from first generation (F1) intercrossed mice to atypical epigenetic modifications in the structure of DNA across the tumor genomes. Here, we describe a parallel pattern of LOH in gene expression, revealed through quantitation of parental alleles across a population of clonal tumors. We found variegated patterns of LOH, based on allelic ratio outliers in hundreds of genes, enriched in regulatory pathways typically co-opted by tumors. The frequency of outliers was correlated with transcriptional repression of a large set of homozygous genes. These findings suggest stochastic losses in gene expression across the genome of tumors generate phenotypic variation among cells, allowing clonal selection during tumor development."
[1] Toro-Dominguez 2025,後ろ向き,MED,31243065,2019,Molecular & cellular proteomics : MCP,MOGSA: Integrative Single Sample Gene-set Analysis of Multiple Omics Data.,False,,,,"Gene-set analysis (GSA) summarizes individual molecular measurements to more interpretable pathways or gene-sets and has become an indispensable step in the interpretation of large-scale omics data. However, GSA methods are limited to the analysis of single omics data. Here, we introduce a new computation method termed multi-omics gene-set analysis (MOGSA), a multivariate single sample gene-set analysis method that integrates multiple experimental and molecular data types measured over the same set of samples. The method learns a low dimensional representation of most variant correlated features (genes, proteins, etc.) across multiple omics data sets, transforms the features onto the same scale and calculates an integrated gene-set score from the most informative features in each data type. MOGSA does not require filtering data to the intersection of features (gene IDs), therefore, all molecular features, including those that lack annotation may be included in the analysis. Using simulated data, we demonstrate that integrating multiple diverse sources of molecular data increases the power to discover subtle changes in gene-sets and may reduce the impact of unreliable information in any single data type. Using real experimental data, we demonstrate three use-cases of MOGSA. First, we show how to remove a source of noise (technical or biological) in integrative MOGSA of NCI60 transcriptome and proteome data. Second, we apply MOGSA to discover similarities and differences in mRNA, protein and phosphorylation profiles of a small study of stem cell lines and assess the influence of each data type or feature on the total gene-set score. Finally, we apply MOGSA to cluster analysis and show that three molecular subtypes are robustly discovered when copy number variation and mRNA data of 308 bladder cancers from The Cancer Genome Atlas are integrated using MOGSA. MOGSA is available in the Bioconductor R package ""mogsa."""
[3] Venet 2011,前向き,MED,31323421,2019,Journal of proteomics,Proteomic investigation of intra-tumor heterogeneity using network-based contextualization - A case study on prostate cancer.,False,,,,"Cancer is a heterogeneous disease, confounding the identification of relevant markers and drug targets. Network-based analysis is robust against noise, potentially offering a promising approach towards biomarker identification. We describe here the application of two network-based methods, qPSP (Quantitative Proteomics Signature Profiling) and PFSNet (Paired Fuzzy SubNetworks), in an intra-tissue proteome data set of prostate tissue samples. Despite high basal variation, we find that traditional statistical analysis may exaggerate the extent of heterogeneity. We also report that network-based analysis outperforms protein-based feature selection with concomitantly higher cross-validation accuracy. Overall, network-based analysis provides emergent signal that boosts sensitivity while retaining good precision. It is a potential means of circumventing heterogeneity for stable biomarker discovery."
[3] Venet 2011,前向き,MED,31412285,2019,Stem cell reports,Transcriptional Profiling of Stem Cells: Moving from Descriptive to Predictive Paradigms.,False,,,,"Transcriptional profiling is a powerful tool commonly used to benchmark stem cells and their differentiated progeny. As the wealth of stem cell data builds in public repositories, we highlight common data traps, and review approaches to combine and mine this data for new cell classification and cell prediction tools. We touch on future trends for stem cell profiling, such as single-cell profiling, long-read sequencing, and improved methods for measuring molecular modifications on chromatin and RNA that bring new challenges and opportunities for stem cell analysis."
[3] Venet 2011,前向き,MED,31412533,2019,Cancers,A Tyrosine Kinase Expression Signature Predicts the Post-Operative Clinical Outcome in Triple Negative Breast Cancers.,False,,,,"Triple negative breast cancer (TNBC) represent 15% of breast cancers. Histoclinical features and marketed prognostic gene expression signatures (GES) failed to identify good- and poor-prognosis patients. Tyrosine kinases (TK) represent potential prognostic and/or therapeutic targets for TNBC. We sought to define a prognostic TK GES in a large series of TNBC. mRNA expression and histoclinical data of 6379 early BCs were collected from 16 datasets. We searched for a TK-based GES associated with disease-free survival (DFS) and tested its robustness in an independent validation set. A total of 1226 samples were TNBC. In the learning set of samples (N = 825), we identified a 13-TK GES associated with DFS. This GES was associated with cell proliferation and immune response. In multivariate analysis, it outperformed the previously published GESs and classical prognostic factors in the validation set (N = 401), in which the patients classified as ""low-risk"" had a 73% 5-year DFS versus 53% for ""high-risk"" patients <i>(p</i> = 1.85 × 10<sup>-3</sup>). The generation of 100,000 random 13-gene signatures by a resampling scheme showed the non-random nature of our classifier, which was also prognostic for overall survival in multivariate analysis. We identified a robust and non-random 13-TK GES that separated TNBC into subgroups of different prognosis. Clinical and functional validations are warranted."
[3] Venet 2011,前向き,MED,31499187,2019,Drug discovery today,Moving beyond the current limits of data analysis in longevity and healthy lifespan studies.,False,,,,"Living longer with sustainable quality of life is becoming increasingly important in aging populations. Understanding associative biological mechanisms have proven daunting, because of multigenicity and population heterogeneity. Although Big Data and Artificial Intelligence (AI) could help, naïve adoption is ill advised. We hold the view that model organisms are better suited for big-data analytics but might lack relevance because they do not immediately reflect the human condition. Resolving this hurdle and bridging the human-model organism gap will require some finesse. This includes improving signal:noise ratios by appropriate contextualization of high-throughput data, establishing consistency across multiple high-throughput platforms, and adopting supporting technologies that provide useful in silico and in vivo validation strategies."
[3] Venet 2011,前向き,MED,31556559,2019,Polish journal of pathology : official journal of the Polish Society of Pathologists,Association of breast cancer grade with response to neoadjuvant chemotherapy assessed postoperatively.,False,,,,"Currently, breast cancer chemotherapy response can be predicted based on various parameters, with common reporting of tumour grade and Ki67 proliferation index. We analysed their association with pathological complete response (pCR) in a multivariate approach. The study was carried out in a group of 353 patients, treated by preoperative chemotherapy and prospectively observed. In selected patients, parallel to routing core needle biopsy assessment, gene expression profile of tumour was analysed by oligonucleotide microarrays. Tumour parameters associated with pCR in univariate analysis were: tumour grade, nuclear grade, mitotic index, Ki67, oestrogen and progesterone receptor (all p < 0.0001), and triple-negative status (p = 0.0032). The highest increase of pCR chance was observed in patients with high-grade tumours and with Ki67 ≥ 20%. In multivariate analysis, only tumour grade and oestrogen receptor status were predictive for pCR independently of other variables, with high grade increasing the odds of pCR 2.42 fold, and high ER decreasing the chance of pCR 0.41 fold. Tumour grading reflects important biological features of breast cancer and is not inferior to proliferation markers, including Ki67. It should be taken into account in decision-making for preoperative chemotherapy in parallel to breast cancer biologic subtypes, because grade 3 tumours exhibit a higher proportion of pCR."
[3] Venet 2011,前向き,MED,31575897,2019,Scientific reports,Paradoxical epigenetic regulation of XAF1 mediates plasticity towards adaptive resistance evolution in MGMT-methylated glioblastoma.,False,,,,"Epigenetic regulation of O<sup>6</sup>-alkylguanine DNA alkyltransferase (MGMT) is surrogate of intrinsic resistance to temozolomide (TMZ). However, mechanisms associated with adaptive resistance evolution of glioblastoma (GBM) relative to MGMT methylation remain unclear. We hereby report a paradoxical yet translational epigenetic regulation of plasticity towards adaptive resistance in GBM. Based on an adaptive resistance model of GBM cells with differential MGMT methylation profiles, MGMT-hypermethylation enhanced genetic and phenotypic plasticity towards adaptive resistance to TMZ while MGMT hypomethylation limited plasticity. The resulting model-associated adaptive resistance gene signature negatively correlated with GBM patient survival. XAF1, a tumor suppressor protein, paradoxically emerged as a mediator of differential plasticities towards adaptive resistance to TMZ through epigenetic regulation. XAF1 promoted resistance both in-vitro and in-vivo. Furthermore, XAF1 expression negatively correlated with XAF1 promoter methylation status, and negatively correlate with GBM patient survival. Collectively, XAF1 appears to have a pradoxical yet translational role in GBM."
[3] Venet 2011,前向き,MED,31591602,2019,Nature medicine,A clonal expression biomarker associates with lung cancer mortality.,False,,,,"An aim of molecular biomarkers is to stratify patients with cancer into disease subtypes predictive of outcome, improving diagnostic precision beyond clinical descriptors such as tumor stage<sup>1</sup>. Transcriptomic intratumor heterogeneity (RNA-ITH) has been shown to confound existing expression-based biomarkers across multiple cancer types<sup>2-6</sup>. Here, we analyze multi-region whole-exome and RNA sequencing data for 156 tumor regions from 48 patients enrolled in the TRACERx study to explore and control for RNA-ITH in non-small cell lung cancer. We find that chromosomal instability is a major driver of RNA-ITH, and existing prognostic gene expression signatures are vulnerable to tumor sampling bias. To address this, we identify genes expressed homogeneously within individual tumors that encode expression modules of cancer cell proliferation and are often driven by DNA copy-number gains selected early in tumor evolution. Clonal transcriptomic biomarkers overcome tumor sampling bias, associate with survival independent of clinicopathological risk factors, and may provide a general strategy to refine biomarker design across cancer types."
[3] Venet 2011,前向き,MED,31662304,2019,Genome research,Synchronized replication of genes encoding the same protein complex in fast-proliferating cells.,False,,,,"DNA replication perturbs the dosage balance among genes; at mid-S phase, early-replicating genes have doubled their copies while late-replicating ones have not. Dosage imbalance among genes, especially within members of a protein complex, is toxic to cells. However, the molecular mechanisms that cells use to deal with such imbalance remain not fully understood. Here, we validate at the genomic scale that the dosage between early- and late-replicating genes is imbalanced in HeLa cells. We propose the synchronized replication hypothesis that genes sensitive to stoichiometric relationships will be replicated simultaneously to maintain stoichiometry. In support of this hypothesis, we observe that genes encoding the same protein complex have similar replication timing but mainly in fast-proliferating cells such as embryonic stem cells and cancer cells. We find that the synchronized replication observed in cancer cells, but not in slow-proliferating differentiated cells, is due to convergent evolution during tumorigenesis that restores synchronized replication timing within protein complexes. Taken together, our study reveals that the demand for dosage balance during S phase plays an important role in the optimization of the replication-timing program; this selection is relaxed during differentiation as the cell cycle prolongs and is restored during tumorigenesis as the cell cycle shortens."
[3] Venet 2011,前向き,MED,31684857,2019,BMC bioinformatics,Predictive modelling using pathway scores: robustness and significance of pathway collections.,False,,,,"<h4>Background</h4>Transcriptomic data is often used to build statistical models which are predictive of a given phenotype, such as disease status. Genes work together in pathways and it is widely thought that pathway representations will be more robust to noise in the gene expression levels. We aimed to test this hypothesis by constructing models based on either genes alone, or based on sample specific scores for each pathway, thus transforming the data to a 'pathway space'. We progressively degraded the raw data by addition of noise and examined the ability of the models to maintain predictivity.<h4>Results</h4>Models in the pathway space indeed had higher predictive robustness than models in the gene space. This result was independent of the workflow, parameters, classifier and data set used. Surprisingly, randomised pathway mappings produced models of similar accuracy and robustness to true mappings, suggesting that the success of pathway space models is not conferred by the specific definitions of the pathway. Instead, predictive models built on the true pathway mappings led to prediction rules with fewer influential pathways than those built on randomised pathways. The extent of this effect was used to differentiate pathway collections coming from a variety of widely used pathway databases.<h4>Conclusions</h4>Prediction models based on pathway scores are more robust to degradation of gene expression information than the equivalent models based on ungrouped genes. While models based on true pathway scores are not more robust or accurate than those based on randomised pathways, true pathways produced simpler prediction rules, emphasizing a smaller number of pathways."
[3] Venet 2011,前向き,MED,31796020,2019,BMC cancer,Comparing biological information contained in mRNA and non-coding RNAs for classification of lung cancer patients.,False,,,,"<h4>Background</h4>Deciphering the meaning of the human DNA is an outstanding goal which would revolutionize medicine and our way for treating diseases. In recent years, non-coding RNAs have attracted much attention and shown to be functional in part. Yet the importance of these RNAs especially for higher biological functions remains under investigation.<h4>Methods</h4>In this paper, we analyze RNA-seq data, including non-coding and protein coding RNAs, from lung adenocarcinoma patients, a histologic subtype of non-small-cell lung cancer, with deep learning neural networks and other state-of-the-art classification methods. The purpose of our paper is three-fold. First, we compare the classification performance of different versions of deep belief networks with SVMs, decision trees and random forests. Second, we compare the classification capabilities of protein coding and non-coding RNAs. Third, we study the influence of feature selection on the classification performance.<h4>Results</h4>As a result, we find that deep belief networks perform at least competitively to other state-of-the-art classifiers. Second, data from non-coding RNAs perform better than coding RNAs across a number of different classification methods. This demonstrates the equivalence of predictive information as captured by non-coding RNAs compared to protein coding RNAs, conventionally used in computational diagnostics tasks. Third, we find that feature selection has in general a negative effect on the classification performance which means that unfiltered data with all features give the best classification results.<h4>Conclusions</h4>Our study is the first to use ncRNAs beyond miRNAs for the computational classification of cancer and for performing a direct comparison of the classification capabilities of protein coding RNAs and non-coding RNAs."
[3] Venet 2011,前向き,MED,31839815,2019,Journal of Cancer,Systematic Identification of Multi Omics-based Biomarkers in <i>KEAP1</i> Mutated TCGA Lung Adenocarcinoma.,False,,,,"Mutations in <i>KEAP1</i> and/or <i>NRF2</i> genes have been identified across many cancers and the dysregulation of the NRF2 pathway due to these mutations leads to drug and radioresistance in several cancers. Identification of biomarkers associated with these mutations allows the researchers and clinicians to identify the personalized medicine and quicker diagnosis. In this current study, we carried out an integrated, multi-omics, multi-database analysis of exome, transcriptomics data's of <i>KEAP1</i> mutated TCGA- Lung adenocarcinoma (LUAD) patients against non-mutated counterparts. Finally, we discovered the gene signature associated with <i>KEAP1</i> mutations, prognostic genes which were highly correlated with the upregulation of the NRF2 pathway in the KEAP1 mutated LUAD patients. Our finding might be useful to identify the early diagnosis of KEAP1 mutated LUAD patients."
[3] Venet 2011,前向き,MED,31846472,2019,PLoS genetics,A transcriptome-based signature of pathological angiogenesis predicts breast cancer patient survival.,False,,,,"The specific genes and molecules that drive physiological angiogenesis differ from those involved in pathological angiogenesis, suggesting distinct mechanisms for these seemingly related processes. Unveiling genes and pathways preferentially associated with pathologic angiogenesis is key to understanding its mechanisms, thereby facilitating development of novel approaches to managing angiogenesis-dependent diseases. To better understand these different processes, we elucidated the transcriptome of the mouse retina in the well-accepted oxygen-induced retinopathy (OIR) model of pathological angiogenesis. We identified 153 genes changed between normal and OIR retinas, which represent a molecular signature relevant to other angiogenesis-dependent processes such as cancer. These genes robustly predict the survival of breast cancer patients, which was validated in an independent 1,000-patient test cohort (40% difference in 15-year survival; p = 2.56 x 10-21). These results suggest that the OIR model reveals key genes involved in pathological angiogenesis, and these may find important applications in stratifying tumors for treatment intensification or for angiogenesis-targeted therapies."
[3] Venet 2011,前向き,MED,31856825,2019,BMC medical genomics,Finding prognostic gene pairs for cancer from patient-specific gene networks.,False,,,,"<h4>Background</h4>Molecular characterization of individual cancer patients is important because cancer is a complex and heterogeneous disease with many possible genetic and environmental causes. Many studies have been conducted to identify diagnostic or prognostic gene signatures for cancer from gene expression profiles. However, some gene signatures may fail to serve as diagnostic or prognostic biomarkers and gene signatures may not be found in gene expression profiles.<h4>Methods</h4>In this study, we developed a general method for constructing patient-specific gene correlation networks and for identifying prognostic gene pairs from the networks. A patient-specific gene correlation network was constructed by comparing a reference gene correlation network from normal samples to a network perturbed by a single patient sample. The main difference of our method from previous ones includes (1) it is focused on finding prognostic gene pairs rather than prognostic genes and (2) it can identify prognostic gene pairs from gene expression profiles even when no significant prognostic genes exist.<h4>Results</h4>Evaluation of our method with extensive data sets of three cancer types (breast invasive carcinoma, colon adenocarcinoma, and lung adenocarcinoma) showed that our approach is general and that gene pairs can serve as more reliable prognostic signatures for cancer than genes.<h4>Conclusions</h4>Our study revealed that prognosis of individual cancer patients is associated with the existence of prognostic gene pairs in the patient-specific network and the size of a subnetwork of the prognostic gene pairs in the patient-specific network. Although preliminary, our approach will be useful for finding gene pairs to predict survival time of patients and to tailor treatments to individual characteristics. The program for dynamically constructing patient-specific gene networks and for finding prognostic gene pairs is available at http://bclab.inha.ac.kr/pancancer."
[3] Venet 2011,前向き,MED,31882597,2019,Scientific reports,Quantitative MRI Biomarkers of Stereotactic Radiotherapy Outcome in Brain Metastasis.,False,,,,"About 20-40% of cancer patients develop brain metastases, causing significant morbidity and mortality. Stereotactic radiation treatment is an established option that delivers high dose radiation to the target while sparing the surrounding normal tissue. However, up to 20% of metastatic brain tumours progress despite stereotactic treatment, and it can take months before it is evident on follow-up imaging. An early predictor of radiation therapy outcome in terms of tumour local failure (LF) is crucial, and can facilitate treatment adjustments or allow for early salvage treatment. In this study, an MR-based radiomics framework was proposed to derive and investigate quantitative MRI (qMRI) biomarkers for the outcome of LF in brain metastasis patients treated with hypo-fractionated stereotactic radiation therapy (SRT). The qMRI biomarkers were constructed through a multi-step feature extraction/reduction/selection framework using the conventional MR imaging data acquired from 100 patients (133 lesions), and were applied in conjunction with machine learning techniques for outcome prediction and risk assessment. The results indicated that the majority of the features in the optimal qMRI biomarkers characterize the heterogeneity in the surrounding regions of tumour including edema and tumour/lesion margins. The optimal qMRI biomarker consisted of five features that predict the outcome of LF with an area under the curve (AUC) of 0.79, and a cross-validated sensitivity and specificity of 81% and 79%, respectively. The Kaplan-Meier analyses showed a statistically significant difference in local control (p-value < 0.0001) and overall survival (p = 0.01). Findings from this study are a step towards using qMRI for early prediction of local failure in brain metastasis patients treated with SRT. This may facilitate early adjustments in treatment, such as surgical resection or salvage radiation, that can potentially improve treatment outcomes. Investigations on larger cohorts of patients are, however, required for further validation of the technique."
[3] Venet 2011,前向き,PPR,PPR77496,2019,,TimeTeller: a New Tool for Precision Circadian Medicine and Cancer Prognosis,False,,,,"Recent studies have established that the circadian clock influences onset, progression and therapeutic outcomes in a number of diseases including cancer and heart disease. Therefore, there is a need for tools to measure the functional state of the circadian clock and its downstream targets in patients. We provide such a tool and demonstrate its clinical relevance by an application to breast cancer where we find a strong link between survival and our measure of clock dysfunction. We use a machine-learning approach and construct an algorithm called TimeTeller which uses the multi-dimensional state of the genes in a transcriptomics analysis of a single biological sample to assess the level of circadian clock dysfunction. We demonstrate how this can distinguish healthy from malignant tissues and demonstrate that the molecular clock dysfunction metric is a potentially new prognostic and predictive breast cancer biomarker that is independent of the main established prognostic factors."
[3] Venet 2011,前向き,MED,27913357,2018,IEEE/ACM transactions on computational biology and bioinformatics,Introducing a Stable Bootstrap Validation Framework for Reliable Genomic Signature Extraction.,False,,,,"The application of machine learning methods for the identification of candidate genes responsible for phenotypes of interest, such as cancer, is a major challenge in the field of bioinformatics. These lists of genes are often called genomic signatures and their linkage to phenotype associations may form a significant step in discovering the causation between genotypes and phenotypes. Traditional methods that produce genomic signatures from DNA Microarray data tend to extract significantly different lists under relatively small variations of the training data. That instability hinders the validity of research findings and raises skepticism about the reliability of such methods. In this study, a complete framework for the extraction of stable and reliable lists of candidate genes is presented. The proposed methodology enforces stability of results at the validation step and as a result, it is independent of the feature selection and classification methods used. Furthermore, two different statistical tests are performed in order to assess the statistical significance of the observed results. Moreover, the consistency of the signatures extracted by independent executions of the proposed method is also evaluated. The results of this study highlight the importance of stability issues in genomic signatures, beyond their prediction capabilities."
[3] Venet 2011,前向き,MED,29199461,2018,"Experimental biology and medicine (Maywood, N.J.)","Biomarkers: Delivering on the expectation of molecularly driven, quantitative health.",False,,,,"Biomarkers are the pillars of precision medicine and are delivering on expectations of molecular, quantitative health. These features have made clinical decisions more precise and personalized, but require a high bar for validation. Biomarkers have improved health outcomes in a few areas such as cancer, pharmacogenetics, and safety. Burgeoning big data research infrastructure, the internet of things, and increased patient participation will accelerate discovery in the many areas that have not yet realized the full potential of biomarkers for precision health. Here we review themes of biomarker discovery, current implementations of biomarkers for precision health, and future opportunities and challenges for biomarker discovery. Impact statement Precision medicine evolved because of the understanding that human disease is molecularly driven and is highly variable across patients. This understanding has made biomarkers, a diverse class of biological measurements, more relevant for disease diagnosis, monitoring, and selection of treatment strategy. Biomarkers' impact on precision medicine can be seen in cancer, pharmacogenomics, and safety. The successes in these cases suggest many more applications for biomarkers and a greater impact for precision medicine across the spectrum of human disease. The authors assess the status of biomarker-guided medical practice by analyzing themes for biomarker discovery, reviewing the impact of these markers in the clinic, and highlight future and ongoing challenges for biomarker discovery. This work is timely and relevant, as the molecular, quantitative approach of precision medicine is spreading to many disease indications."
[3] Venet 2011,前向き,MED,29313979,2018,International journal of cancer,Whole blood FPR1 mRNA expression predicts both non-small cell and small cell lung cancer.,False,,,,"While long-term survival rates for early-stage lung cancer are high, most cases are diagnosed in later stages that can negatively impact survival rates. We aim to design a simple, single biomarker blood test for early-stage lung cancer that is robust to preclinical variables and can be readily implemented in the clinic. Whole blood was collected in PAXgene tubes from a training set of 29 patients, and a validation set of 260 patients, of which samples from 58 patients were prospectively collected in a clinical trial specifically for our study. After RNA was extracted, the expressions of FPR1 and a reference gene were quantified by an automated one-step Taqman RT-PCR assay. Elevated levels of FPR1 mRNA in whole blood predicted lung cancer status with a sensitivity of 55% and a specificity of 87% on all validation specimens. The prospectively collected specimens had a significantly higher 68% sensitivity and 89% specificity. Results from patients with benign nodules were similar to healthy volunteers. No meaningful correlation was present between our test results and any clinical characteristic other than lung cancer diagnosis. FPR1 mRNA levels in whole blood can predict the presence of lung cancer. Using this as a reflex test for positive lung cancer screening computed tomography scans has the potential to increase the positive predictive value. This marker can be easily measured in an automated process utilizing off-the-shelf equipment and reagents. Further work is justified to explain the source of this biomarker."
[3] Venet 2011,前向き,MED,29341142,2018,Medicinal research reviews,Evolutionary and genetic features of drug targets.,False,,,,"In the modern drug discovery pipeline, identification of novel drug targets is a critical step. Despite rapid progress in developing biomedical techniques, it is still a great challenge to find promising new targets from the ample space of human genes. This fact is partially responsible for the situation of ""more investments, fewer drugs"" in the pharmaceutical industry. A series of recent researches revealed that successfully targeted genes share some common evolutionary and genetic features, which means that the knowledge accumulated in modern evolutionary biology and genetics is very helpful to identify potential drug targets and to find new drugs as well. In this article, we comprehensively summarize the links between human drug targets and genetic diseases and their evolutionary origins, with an attempt to introduce these novel concepts and their medical implications to the biomedical community."
[3] Venet 2011,前向き,MED,29417930,2018,eLife,MELK expression correlates with tumor mitotic activity but is not required for cancer growth.,False,,,,"The Maternal Embryonic Leucine Zipper Kinase (MELK) has been identified as a promising therapeutic target in multiple cancer types. MELK over-expression is associated with aggressive disease, and MELK has been implicated in numerous cancer-related processes, including chemotherapy resistance, stem cell renewal, and tumor growth. Previously, we established that triple-negative breast cancer cell lines harboring CRISPR/Cas9-induced null mutations in MELK proliferate at wild-type levels in vitro (<xref ref-type=""bibr"" rid=""bib34"">Lin et al., 2017</xref>). Here, we generate several additional knockout clones of MELK and demonstrate that across cancer types, cells lacking MELK exhibit wild-type growth in vitro, under environmental stress, in the presence of cytotoxic chemotherapies, and in vivo. By combining our MELK-knockout clones with a recently described, highly specific MELK inhibitor, we further demonstrate that the acute inhibition of MELK results in no specific anti-proliferative phenotype. Analysis of gene expression data from cohorts of cancer patients identifies MELK expression as a correlate of tumor mitotic activity, explaining its association with poor clinical prognosis. In total, our results demonstrate the power of CRISPR/Cas9-based genetic approaches to investigate cancer drug targets, and call into question the rationale for treating patients with anti-MELK monotherapies."
